Year,Category,Film,FilmId,Winner,Nominees,Song
1955,Best Short Film,Survival City,tt0048677,TRUE,"Edmund Reek, Producer",
1955,Best Short Film,3rd Ave. El,tt0047792,,"Carson Davidson, Producer",
1955,Best Short Film,Three Kisses,tt0048718,,"Justin Herman, Producer",
1955,Best Short Film,The Battle of Gettysburg,tt0047862,,"Dore Schary, Producer",
1955,Best Short Film,The Face of Lincoln,tt0048049,TRUE,"Wilbur T. Blume, Producer",
1955,Best Short Film,On the Twelfth Day...,tt0048447,,"George K. Arthur, Producer",
1955,Best Short Film,Switzerland,tt0048683,,"Walt Disney, Producer",
1955,Best Short Film,24-Hour Alert,tt0047791,,"Cedric Francis, Producer",
1955,Best Sound,Love Is a Many-Splendored Thing,tt0048316,,"20th Century-Fox Studio Sound Department, Carl W. Faulkner, Sound Director",
1955,Best Sound,Love Me or Leave Me,tt0048317,,"Metro-Goldwyn-Mayer Studio Sound Department, Wesley C. Miller, Sound Director",
1955,Best Sound,Mister Roberts,tt0048380,,"Warner Bros. Studio Sound Department, William A. Mueller, Sound Director",
1955,Best Sound,Not as a Stranger,tt0048432,,"Radio Corporation of America Sound Department, Watson Jones, Sound Director",
1955,Best Sound,Oklahoma!,tt0048445,TRUE,"Todd-AO Sound Department, Fred Hynes, Sound Director",
1955,Best Supporting Actor,Trial,tt0048748,,Arthur Kennedy,Barney Castle
1955,Best Supporting Actor,Mister Roberts,tt0048380,TRUE,Jack Lemmon,Ensign Pulver
1955,Best Supporting Actor,Marty,tt0048356,,Joe Mantell,Angie
1955,Best Supporting Actor,Rebel without a Cause,tt0048545,,Sal Mineo,Plato
1955,Best Supporting Actor,Picnic,tt0048491,,Arthur O'Connell,Howard Bevans
1955,Best Supporting Actress,Marty,tt0048356,,Betsy Blair,Clara Snyder
1955,Best Supporting Actress,Pete Kelly's Blues,tt0048484,,Peggy Lee,Rose Hopkins
1955,Best Supporting Actress,The Rose Tattoo,tt0048563,,Marisa Pavan,Rosa Della Rose
1955,Best Supporting Actress,East of Eden,tt0048028,TRUE,Jo Van Fleet,Kate
1955,Best Supporting Actress,Rebel without a Cause,tt0048545,,Natalie Wood,Judy
1955,Best Visual Effects,The Bridges at Toko-Ri,tt0046806,TRUE,Paramount Studio,
1955,Best Visual Effects,The Dam Busters,tt0046889,,"Associated British Picture Corporation, Ltd.",
1955,Best Visual Effects,The Rains of Ranchipur,tt0048538,,20th Century-Fox Studio,
1956,Best Adapted Screenplay,Friendly Persuasion,tt0049233,,Michael Wilson,
1956,Best Adapted Screenplay,Around the World in 80 Days,tt0048960,TRUE,"James Poe, John Farrow, S.J. Perelman",
1956,Best Adapted Screenplay,Baby Doll,tt0048973,,Tennessee Williams,
1956,Best Adapted Screenplay,Giant,tt0049261,,"Fred Guiol, Ivan Moffat",
1956,Best Adapted Screenplay,Lust for Life,tt0049456,,Norman Corwin,
1956,Best Cinematography,Baby Doll,tt0048973,,Boris Kaufman,
1956,Best Cinematography,The Bad Seed,tt0048977,,Hal Rosson,
1956,Best Cinematography,The Harder They Fall,tt0049291,,Burnett Guffey,
1956,Best Cinematography,Somebody Up There Likes Me,tt0049778,TRUE,Joseph Ruttenberg,
1956,Best Cinematography,Stagecoach to Fury,tt0049791,,Walter Strenge,
1956,Best Cinematography,Around the World in 80 Days,tt0048960,TRUE,Lionel Lindon,
1956,Best Cinematography,The Eddy Duchin Story,tt0049170,,Harry Stradling,
1956,Best Cinematography,The King and I,tt0049408,,Leon Shamroy,
1956,Best Cinematography,The Ten Commandments,tt0049833,,Loyal Griggs,
1956,Best Cinematography,War and Peace,tt0049934,,Jack Cardiff,
1956,Best Costume Design,The Magnificent Seven,tt0047478,,Kohei Ezaki,
1956,Best Costume Design,The Power and the Prize,tt0049635,,Helen Rose,
1956,Best Costume Design,The Proud and Profane,tt0049640,,Edith Head,
1956,Best Costume Design,The Solid Gold Cadillac,tt0049777,TRUE,Jean Louis,
1956,Best Costume Design,Teenage Rebel,tt0049831,,"Charles LeMaire, Mary Wills",
1956,Best Costume Design,Around the World in 80 Days,tt0048960,,Miles White,
1956,Best Costume Design,Giant,tt0049261,,"Moss Mabry, Marjorie Best",
1956,Best Costume Design,The King and I,tt0049408,TRUE,Irene Sharaff,
1956,Best Costume Design,The Ten Commandments,tt0049833,,"Edith Head, Ralph Jester, John Jensen, Dorothy Jeakins, Arnold Friberg",
1956,Best Costume Design,War and Peace,tt0049934,,Marie De Matteis,
1956,Best Director,Around the World in 80 Days,tt0048960,,Michael Anderson,
1956,Best Director,Friendly Persuasion,tt0049233,,William Wyler,
1956,Best Director,Giant,tt0049261,TRUE,George Stevens,
1956,Best Director,The King and I,tt0049408,,Walter Lang,
1956,Best Director,War and Peace,tt0049934,,King Vidor,
1956,Best Film Editing,Around the World in 80 Days,tt0048960,TRUE,"Gene Ruggiero, Paul Weatherwax",
1956,Best Film Editing,The Brave One,tt0049030,,Merrill G. White,
1956,Best Film Editing,Giant,tt0049261,,"William Hornbeck, Philip W. Anderson, Fred Bohanan",
1956,Best Film Editing,Somebody Up There Likes Me,tt0049778,,Albert Akst,
1956,Best Film Editing,The Ten Commandments,tt0049833,,Anne Bauchens,
1956,Best Leading Actor,The King and I,tt0049408,TRUE,Yul Brynner,The King
1956,Best Leading Actor,Giant,tt0049261,,James Dean,Jett Rink
1956,Best Leading Actor,Lust for Life,tt0049456,,Kirk Douglas,Vincent Van Gogh
1956,Best Leading Actor,Giant,tt0049261,,Rock Hudson,Bick Benedict
1956,Best Leading Actor,Richard III,tt0049674,,Sir Laurence Olivier,Richard III
1956,Best Leading Actress,Baby Doll,tt0048973,,Carroll Baker,Baby Doll
1956,Best Leading Actress,Anastasia,tt0048947,TRUE,Ingrid Bergman,The Woman
1956,Best Leading Actress,The Rainmaker,tt0049653,,Katharine Hepburn,Lizzie Curry
1956,Best Leading Actress,The Bad Seed,tt0048977,,Nancy Kelly,Christine Penmark
1956,Best Leading Actress,The King and I,tt0049408,,Deborah Kerr,Anna
1956,Best Original Score,Anastasia,tt0048947,,Alfred Newman,
1956,Best Original Score,Around the World in 80 Days,tt0048960,TRUE,Victor Young,
1956,Best Original Score,Between Heaven and Hell,tt0049004,,Hugo Friedhofer,
1956,Best Original Score,Giant,tt0049261,,Dimitri Tiomkin,
1956,Best Original Score,The Rainmaker,tt0049653,,Alex North,
1956,Best Original Screenplay,The Brave One,tt0049030,TRUE,Dalton Trumbo,
1956,Best Original Screenplay,The Eddy Duchin Story,tt0049170,,Leo Katcher,
1956,Best Original Screenplay,The Proud and the Beautiful,tt0046149,,Jean Paul Sartre,
1956,Best Original Screenplay,Umberto D.,tt0045274,,Cesare Zavattini,
1956,Best Original Screenplay,The Bold and the Brave,tt0049022,,Robert Lewin,
1956,Best Original Screenplay,Julie,tt0049388,,Andrew L. Stone,
1956,Best Original Screenplay,La Strada,tt0047528,,"Federico Fellini, Tullio Pinelli",
1956,Best Original Screenplay,The Ladykillers,tt0048281,,William Rose,
1956,Best Original Screenplay,The Red Balloon,tt0048980,TRUE,Albert Lamorisse,
1956,Best Original Song,Friendly Persuasion,tt0049233,,Music by Dimitri Tiomkin; Lyrics by Paul Francis Webster,Friendly Persuasion (Thee I Love)
1956,Best Original Song,Julie,tt0049388,,Music by Leith Stevens; Lyrics by Tom Adair,Julie
1956,Best Original Song,High Society,tt0049314,,Music and Lyrics by Cole Porter,True Love
1956,Best Original Song,The Man Who Knew Too Much,tt0049470,TRUE,Music and Lyrics by Jay Livingston and Ray Evans,"Whatever Will Be, Will Be (Que Sera, Sera)"
1956,Best Original Song,Written on the Wind,tt0049966,,Music by Victor Young; Lyrics by Sammy Cahn,Written On The Wind
1956,Best Picture,Around the World in 80 Days,tt0048960,TRUE,"Michael Todd, Producer",
1956,Best Picture,Friendly Persuasion,tt0049233,,"William Wyler, Producer",
1956,Best Picture,Giant,tt0049261,,"George Stevens and Henry Ginsberg, Producers",
1956,Best Picture,The King and I,tt0049408,,"Charles Brackett, Producer",
1956,Best Picture,The Ten Commandments,tt0049833,,"Cecil B. DeMille, Producer",
1956,Best Production Design,The Magnificent Seven,tt0047478,,Takashi Matsuyama,
1956,Best Production Design,The Proud and Profane,tt0049640,,"Art Direction: Hal Pereira, A. Earl Hedrick; Set Decoration: Samuel M. Comer, Frank R. McKelvy",
1956,Best Production Design,The Solid Gold Cadillac,tt0049777,,"Art Direction: Ross Bellah; Set Decoration: William R. Kiernan, Louis Diage",
1956,Best Production Design,Somebody Up There Likes Me,tt0049778,TRUE,"Art Direction: Cedric Gibbons, Malcolm F. Brown; Set Decoration: Edwin B. Willis, F. Keogh Gleason",
1956,Best Production Design,Teenage Rebel,tt0049831,,"Art Direction: Lyle R. Wheeler, Jack Martin Smith; Set Decoration: Walter M. Scott, Stuart A. Reiss",
1956,Best Production Design,Around the World in 80 Days,tt0048960,,"Art Direction: James W. Sullivan, Ken Adam; Set Decoration: Ross J. Dowd",
1956,Best Production Design,Giant,tt0049261,,Art Direction: Boris Leven; Set Decoration: Ralph S. Hurst,
1956,Best Production Design,The King and I,tt0049408,TRUE,"Art Direction: Lyle R. Wheeler, John DeCuir; Set Decoration: Walter M. Scott, Paul S. Fox",
1956,Best Production Design,Lust for Life,tt0049456,,"Art Direction: Cedric Gibbons, Hans Peters, Preston Ames; Set Decoration: Edwin B. Willis, F. Keogh Gleason",
1956,Best Production Design,The Ten Commandments,tt0049833,,"Art Direction: Hal Pereira, Walter H. Tyler, Albert Nozaki; Set Decoration: Samuel M. Comer, Ray Moyer",
1956,Best Short Film,A City Decides,tt0049081,,"Charles Guggenheim & Associates, Inc.",
1956,Best Short Film,The Dark Wave,tt0049124,,"John Healy, Producer",
1956,Best Short Film,The House without a Name,tt0049338,,"Valentine Davies, Producer",
1956,Best Short Film,Man in Space,tt0046593,,"Ward Kimball, Producer",
1956,Best Short Film,The True Story of the Civil War,tt0049885,TRUE,"Louis Clyde Stoumen, Producer",
1956,Best Short Film,Gerald McBoing-Boing on Planet Moo,tt0049258,,"Stephen Bosustow, Producer",
1956,Best Short Film,The Jaywalker,tt0049380,,"Stephen Bosustow, Producer",
1956,Best Short Film,Mister Magoo's Puddle Jumper,tt0049510,TRUE,"Stephen Bosustow, Producer",
1956,Best Short Film,Crashing the Water Barrier,tt0049102,TRUE,"Konstantin Kalser, Producer",
1956,Best Short Film,I Never Forget a Face,tt0049352,,"Robert Youngson, Producer",
1956,Best Short Film,Time Stood Still,tt0049855,,"Cedric Francis, Producer",
1956,Best Short Film,The Bespoke Overcoat,tt0049000,TRUE,Romulus Films,
1956,Best Short Film,Cow Dog,tt0049099,,"Larry Lansburgh, Producer",
1956,Best Short Film,The Dark Wave,tt0049124,,"John Healy, Producer",
1956,Best Short Film,Samoa,tt0049709,,"Walt Disney, Producer",
1956,Best Sound,The Brave One,tt0049030,,"King Bros. Productions, Inc., Sound Department, John Myers, Sound Director",
1956,Best Sound,The Eddy Duchin Story,tt0049170,,"Columbia Studio Sound Department, John Livadary, Sound Director",
1956,Best Sound,Friendly Persuasion,tt0049233,,"Westrex Sound Services, Inc., Gordon R. Glennan, Sound Director; and Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",
1956,Best Sound,The King and I,tt0049408,TRUE,"20th Century-Fox Studio Sound Department, Carl Faulkner, Sound Director",
1956,Best Sound,The Ten Commandments,tt0049833,,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",
1956,Best Supporting Actor,Bus Stop,tt0049038,,Don Murray,Bo
1956,Best Supporting Actor,Friendly Persuasion,tt0049233,,Anthony Perkins,Josh Birdwell
1956,Best Supporting Actor,Lust for Life,tt0049456,TRUE,Anthony Quinn,Paul Gauguin
1956,Best Supporting Actor,The Bold and the Brave,tt0049022,,Mickey Rooney,Dooley
1956,Best Supporting Actor,Written on the Wind,tt0049966,,Robert Stack,Kyle Hadley
1956,Best Supporting Actress,Baby Doll,tt0048973,,Mildred Dunnock,Aunt Rose Comfort
1956,Best Supporting Actress,The Bad Seed,tt0048977,,Eileen Heckart,Mrs. Daigle
1956,Best Supporting Actress,Giant,tt0049261,,Mercedes McCambridge,Luz Benedict
1956,Best Supporting Actress,The Bad Seed,tt0048977,,Patty McCormack,Rhoda Penmark
1956,Best Supporting Actress,Written on the Wind,tt0049966,TRUE,Dorothy Malone,Marylee Hadley
1956,Best Visual Effects,Forbidden Planet,tt0049223,,"A. Arnold Gillespie, Irving Ries, Wesley C. Miller",
1956,Best Visual Effects,The Ten Commandments,tt0049833,TRUE,John Fulton,
1957,Best Adapted Screenplay,The Bridge on the River Kwai,tt0050212,TRUE,"Michael Wilson, Carl Foreman, Pierre Boulle",
1957,Best Adapted Screenplay,"Heaven Knows, Mr. Allison",tt0050490,,"John Lee Mahin, John Huston",
1957,Best Adapted Screenplay,Peyton Place,tt0050839,,John Michael Hayes,
1957,Best Adapted Screenplay,Sayonara,tt0050933,,Paul Osborn,
1957,Best Adapted Screenplay,12 Angry Men,tt0050083,,Reginald Rose,
1957,Best Cinematography,An Affair to Remember,tt0050105,,Milton Krasner,
1957,Best Cinematography,The Bridge on the River Kwai,tt0050212,TRUE,Jack Hildyard,
1957,Best Cinematography,Funny Face,tt0050419,,Ray June,
1957,Best Cinematography,Peyton Place,tt0050839,,William Mellor,
1957,Best Cinematography,Sayonara,tt0050933,,Ellsworth Fredricks,
1957,Best Costume Design,An Affair to Remember,tt0050105,,Charles LeMaire,
1957,Best Costume Design,Funny Face,tt0050419,,"Edith Head, Hubert de Givenchy",
1957,Best Costume Design,Les Girls,tt0050631,TRUE,Orry-Kelly,
1957,Best Costume Design,Pal Joey,tt0050815,,Jean Louis,
1957,Best Costume Design,Raintree County,tt0050882,,Walter Plunkett,
1957,Best Director,The Bridge on the River Kwai,tt0050212,TRUE,David Lean,
1957,Best Director,Peyton Place,tt0050839,,Mark Robson,
1957,Best Director,Sayonara,tt0050933,,Joshua Logan,
1957,Best Director,12 Angry Men,tt0050083,,Sidney Lumet,
1957,Best Director,Witness for the Prosecution,tt0051201,,Billy Wilder,
1957,Best Film Editing,The Bridge on the River Kwai,tt0050212,TRUE,Peter Taylor,
1957,Best Film Editing,Gunfight at the O.K. Corral,tt0050468,,Warren Low,
1957,Best Film Editing,Pal Joey,tt0050815,,"Viola Lawrence, Jerome Thoms",
1957,Best Film Editing,Sayonara,tt0050933,,"Arthur P. Schmidt, Philip W. Anderson",
1957,Best Film Editing,Witness for the Prosecution,tt0051201,,Daniel Mandell,
1957,Best Leading Actor,Sayonara,tt0050933,,Marlon Brando,Major Lloyd Gruver
1957,Best Leading Actor,A Hatful of Rain,tt0050487,,Anthony Franciosa,Polo
1957,Best Leading Actor,The Bridge on the River Kwai,tt0050212,TRUE,Alec Guinness,Colonel Nicholson
1957,Best Leading Actor,Witness for the Prosecution,tt0051201,,Charles Laughton,Sir Wilfrid Robarts
1957,Best Leading Actor,Wild Is the Wind,tt0051193,,Anthony Quinn,Gino
1957,Best Leading Actress,"Heaven Knows, Mr. Allison",tt0050490,,Deborah Kerr,Sister Angela
1957,Best Leading Actress,Wild Is the Wind,tt0051193,,Anna Magnani,Gioia
1957,Best Leading Actress,Raintree County,tt0050882,,Elizabeth Taylor,Susanna Drake
1957,Best Leading Actress,Peyton Place,tt0050839,,Lana Turner,Constance MacKenzie
1957,Best Leading Actress,The Three Faces of Eve,tt0051077,TRUE,Joanne Woodward,Eve White/Eve Black/Jane
1957,Best Original Screenplay,Designing Woman,tt0050306,TRUE,George Wells,
1957,Best Original Screenplay,Funny Face,tt0050419,,Leonard Gershe,
1957,Best Original Screenplay,Man of a Thousand Faces,tt0050681,,"Story by Ralph Wheelwright; Screenplay by R. Wright Campbell, Ivan Goff, Ben Roberts",
1957,Best Original Screenplay,The Tin Star,tt0051087,,"Story by Barney Slater, Joel Kane; Screenplay by Dudley Nichols",
1957,Best Original Screenplay,Vitelloni,tt0046521,,"Story by Federico Fellini, Ennio Flaiano, Tullio Pinelli; Screenplay by Federico Fellini, Ennio Flaiano",
1957,Best Original Song,An Affair to Remember,tt0050105,,Music by Harry Warren; Lyrics by Harold Adamson and Leo McCarey,An Affair To Remember
1957,Best Original Song,The Joker Is Wild,tt0050569,TRUE,Music by James Van Heusen; Lyrics by Sammy Cahn,All The Way
1957,Best Original Song,April Love,tt0050135,,Music by Sammy Fain; Lyrics by Paul Francis Webster,April Love
1957,Best Original Song,Tammy and the Bachelor,tt0051051,,Music and Lyrics by Ray Evans and Jay Livingston,Tammy
1957,Best Original Song,Wild Is the Wind,tt0051193,,Music by Dimitri Tiomkin; Lyrics by Ned Washington,Wild Is The Wind
1957,Best Picture,The Bridge on the River Kwai,tt0050212,TRUE,"Sam Spiegel, Producer",
1957,Best Picture,Peyton Place,tt0050839,,"Jerry Wald, Producer",
1957,Best Picture,Sayonara,tt0050933,,"William Goetz, Producer",
1957,Best Picture,12 Angry Men,tt0050083,,"Henry Fonda and Reginald Rose, Producers",
1957,Best Picture,Witness for the Prosecution,tt0051201,,"Arthur Hornblow, Jr., Producer",
1957,Best Production Design,Funny Face,tt0050419,,"Art Direction: Hal Pereira, George W. Davis; Set Decoration: Sam Comer, Ray Moyer",
1957,Best Production Design,Les Girls,tt0050631,,"Art Direction: William A. Horning, Gene Allen; Set Decoration: Edwin B. Willis, Richard Pefferle",
1957,Best Production Design,Pal Joey,tt0050815,,"Art Direction: Walter Holscher; Set Decoration: William Kiernan, Louis Diage",
1957,Best Production Design,Raintree County,tt0050882,,"Art Direction: William A. Horning, Urie McCleary; Set Decoration: Edwin B. Willis, Hugh Hunt",
1957,Best Production Design,Sayonara,tt0050933,TRUE,Art Direction: Ted Haworth; Set Decoration: Robert Priestley,
1957,Best Short Film,Birds Anonymous,tt0050194,TRUE,"Edward Selzer, Producer",
1957,Best Short Film,One Droopy Knight,tt0050802,,"William Hanna and Joseph Barbera, Producers",
1957,Best Short Film,Tabasco Road,tt0051044,,"Edward Selzer, Producer",
1957,Best Short Film,Trees and Jamaica Daddy,tt0051108,,"Stephen Bosustow, Producer",
1957,Best Short Film,The Truth about Mother Goose,tt0051115,,"Walt Disney, Producer",
1957,Best Short Film,A Chairy Tale,tt0050534,,"Norman McLaren, Producer",
1957,Best Short Film,City of Gold,tt0050255,,"Tom Daly, Producer",
1957,Best Short Film,Foothold on Antarctica,tt0050403,,"James Carr, Producer",
1957,Best Short Film,Portugal,tt0050851,,"Ben Sharpsteen, Producer",
1957,Best Short Film,The Wetback Hound,tt0051187,TRUE,"Larry Lansburgh, Producer",
1957,Best Sound,Gunfight at the O.K. Corral,tt0050468,,"Paramount Studio Sound Department, George Dutton, Sound Director",
1957,Best Sound,Les Girls,tt0050631,,"Metro-Goldwyn-Mayer Studio Sound Department, Dr. Wesley C. Miller, Sound Director",
1957,Best Sound,Pal Joey,tt0050815,,"Columbia Studio Sound Department, John P. Livadary, Sound Director",
1957,Best Sound,Sayonara,tt0050933,TRUE,"Warner Bros. Studio Sound Department, George Groves, Sound Director",
1957,Best Sound,Witness for the Prosecution,tt0051201,,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",
1957,Best Supporting Actor,Sayonara,tt0050933,TRUE,Red Buttons,Joe Kelly
1957,Best Supporting Actor,A Farewell to Arms,tt0050379,,Vittorio De Sica,Major Alessandro Rinaldi
1957,Best Supporting Actor,The Bridge on the River Kwai,tt0050212,,Sessue Hayakawa,Saito
1957,Best Supporting Actor,Peyton Place,tt0050839,,Arthur Kennedy,Lucas Cross
1957,Best Supporting Actor,Peyton Place,tt0050839,,Russ Tamblyn,Norman Page
1957,Best Supporting Actress,The Bachelor Party,tt0050156,,Carolyn Jones,The Existentialist
1957,Best Supporting Actress,Witness for the Prosecution,tt0051201,,Elsa Lanchester,Miss Plimsoll
1957,Best Supporting Actress,Peyton Place,tt0050839,,Hope Lange,Selena Cross
1957,Best Supporting Actress,Sayonara,tt0050933,TRUE,Miyoshi Umeki,Katsumi
1957,Best Supporting Actress,Peyton Place,tt0050839,,Diane Varsi,Allison MacKenzie
1957,Best Visual Effects,The Enemy Below,tt0050356,TRUE,Audible Effects by Walter Rossi,
1957,Best Visual Effects,The Spirit of St. Louis,tt0051003,,Visual Effects by Louis Lichtenfield,
1958,Best Adapted Screenplay,Cat on a Hot Tin Roof,tt0051459,,"Richard Brooks, James Poe",
1958,Best Adapted Screenplay,Gigi,tt0051658,TRUE,Alan Jay Lerner,
1958,Best Adapted Screenplay,The Horse's Mouth,tt0051739,,Alec Guinness,
1958,Best Adapted Screenplay,I Want to Live!,tt0051758,,"Nelson Gidding, Don Mankiewicz",
1958,Best Adapted Screenplay,Separate Tables,tt0052182,,"Terence Rattigan, John Gay",
1958,Best Cinematography,The Defiant Ones,tt0051525,TRUE,Sam Leavitt,
1958,Best Cinematography,Desire under the Elms,tt0051534,,Daniel L. Fapp,
1958,Best Cinematography,I Want to Live!,tt0051758,,Lionel Lindon,
1958,Best Cinematography,Separate Tables,tt0052182,,"Charles Lang, Jr.",
1958,Best Cinematography,The Young Lions,tt0052415,,Joe MacDonald,
1958,Best Cinematography,Auntie Mame,tt0051383,,"Harry Stradling, Sr.",
1958,Best Cinematography,Cat on a Hot Tin Roof,tt0051459,,William Daniels,
1958,Best Cinematography,Gigi,tt0051658,TRUE,Joseph Ruttenberg,
1958,Best Cinematography,The Old Man and the Sea,tt0052027,,James Wong Howe,
1958,Best Cinematography,South Pacific,tt0052225,,Leon Shamroy,
1958,Best Costume Design,"Bell, Book and Candle",tt0051406,,Jean Louis,
1958,Best Costume Design,The Buccaneer,tt0051436,,"Ralph Jester, Edith Head, John Jensen",
1958,Best Costume Design,A Certain Smile,tt0051466,,"Charles LeMaire, Mary Wills",
1958,Best Costume Design,Gigi,tt0051658,TRUE,Cecil Beaton,
1958,Best Costume Design,Some Came Running,tt0052218,,Walter Plunkett,
1958,Best Director,Cat on a Hot Tin Roof,tt0051459,,Richard Brooks,
1958,Best Director,The Defiant Ones,tt0051525,,Stanley Kramer,
1958,Best Director,Gigi,tt0051658,TRUE,Vincente Minnelli,
1958,Best Director,I Want to Live!,tt0051758,,Robert Wise,
1958,Best Director,The Inn of the Sixth Happiness,tt0051776,,Mark Robson,
1958,Best Film Editing,Auntie Mame,tt0051383,,William Ziegler,
1958,Best Film Editing,Cowboy,tt0051496,,"William A. Lyon, Al Clark",
1958,Best Film Editing,The Defiant Ones,tt0051525,,Frederic Knudtson,
1958,Best Film Editing,Gigi,tt0051658,TRUE,Adrienne Fazan,
1958,Best Film Editing,I Want to Live!,tt0051758,,William Hornbeck,
1958,Best Leading Actor,The Defiant Ones,tt0051525,,Tony Curtis,John 'Joker' Jackson
1958,Best Leading Actor,Cat on a Hot Tin Roof,tt0051459,,Paul Newman,Brick Pollitt
1958,Best Leading Actor,Separate Tables,tt0052182,TRUE,David Niven,Major Pollock
1958,Best Leading Actor,The Defiant Ones,tt0051525,,Sidney Poitier,Noah Cullen
1958,Best Leading Actor,The Old Man and the Sea,tt0052027,,Spencer Tracy,The Old Man
1958,Best Leading Actress,I Want to Live!,tt0051758,TRUE,Susan Hayward,Barbara Graham
1958,Best Leading Actress,Separate Tables,tt0052182,,Deborah Kerr,Sibyl Railton-Bell
1958,Best Leading Actress,Some Came Running,tt0052218,,Shirley MacLaine,Ginny Moorhead
1958,Best Leading Actress,Auntie Mame,tt0051383,,Rosalind Russell,Auntie Mame Dennis
1958,Best Leading Actress,Cat on a Hot Tin Roof,tt0051459,,Elizabeth Taylor,Maggie Pollitt
1958,Best Original Score,The Big Country,tt0051411,,Jerome Moross,
1958,Best Original Score,The Old Man and the Sea,tt0052027,TRUE,Dimitri Tiomkin,
1958,Best Original Score,Separate Tables,tt0052182,,David Raksin,
1958,Best Original Score,White Wilderness,tt0052389,,Oliver Wallace,
1958,Best Original Score,The Young Lions,tt0052415,,Hugo Friedhofer,
1958,Best Original Screenplay,The Defiant Ones,tt0051525,TRUE,"Nedrick Young, Harold Jacob Smith",
1958,Best Original Screenplay,The Goddess,tt0051667,,Paddy Chayefsky,
1958,Best Original Screenplay,Houseboat,tt0051745,,"Melville Shavelson, Jack Rose",
1958,Best Original Screenplay,The Sheepman,tt0052190,,"Story by James Edward Grant; Screenplay by William Bowers, James Edward Grant",
1958,Best Original Screenplay,Teacher's Pet,tt0052278,,"Fay Kanin, Michael Kanin",
1958,Best Original Song,Houseboat,tt0051745,,Music and Lyrics by Jay Livingston and Ray Evans,Almost In Your Arms (Love Song From 'Houseboat')
1958,Best Original Song,A Certain Smile,tt0051466,,Music by Sammy Fain; Lyrics by Paul Francis Webster,A Certain Smile
1958,Best Original Song,Gigi,tt0051658,TRUE,Music by Frederick Loewe; Lyrics by Alan Jay Lerner,Gigi
1958,Best Original Song,Some Came Running,tt0052218,,Music by James Van Heusen; Lyrics by Sammy Cahn,To Love And Be Loved
1958,Best Original Song,Marjorie Morningstar,tt0051911,,Music by Sammy Fain; Lyrics by Paul Francis Webster,A Very Precious Love
1958,Best Picture,Auntie Mame,tt0051383,,Warner Bros.,
1958,Best Picture,Cat on a Hot Tin Roof,tt0051459,,"Lawrence Weingarten, Producer",
1958,Best Picture,The Defiant Ones,tt0051525,,"Stanley Kramer, Producer",
1958,Best Picture,Gigi,tt0051658,TRUE,"Arthur Freed, Producer",
1958,Best Picture,Separate Tables,tt0052182,,"Harold Hecht, Producer",
1958,Best Production Design,Auntie Mame,tt0051383,,Art Direction: Malcolm Bert; Set Decoration: George James Hopkins,
1958,Best Production Design,"Bell, Book and Candle",tt0051406,,Art Direction: Cary Odell; Set Decoration: Louis Diage,
1958,Best Production Design,A Certain Smile,tt0051466,,"Art Direction: Lyle R. Wheeler, John DeCuir; Set Decoration: Walter M. Scott, Paul S. Fox",
1958,Best Production Design,Gigi,tt0051658,TRUE,"Art Direction: William A. Horning, Preston Ames; Set Decoration: Henry Grace, Keogh Gleason",
1958,Best Production Design,Vertigo,tt0052357,,"Art Direction: Hal Pereira, Henry Bumstead; Set Decoration: Sam Comer, Frank McKelvy",
1958,Best Short Film,Ama Girls,tt0051339,TRUE,"Ben Sharpsteen, Producer",
1958,Best Short Film,Employees Only,tt0051578,,"Kenneth G. Brown, Producer",
1958,Best Short Film,Journey into Spring,tt0051802,,"Ian Ferguson, Producer",
1958,Best Short Film,The Living Stone,tt0051872,,"Tom Daly, Producer",
1958,Best Short Film,Overture,tt0052020,,"Thorold Dickinson, Producer",
1958,Best Short Film,Knighty Knight Bugs,tt0051825,TRUE,"John W. Burton, Producer",
1958,Best Short Film,Paul Bunyan,tt0052056,,"Walt Disney, Producer",
1958,Best Short Film,Sidney's Family Tree,tt0052195,,"William M. Weiss, Producer",
1958,Best Short Film,Grand Canyon,tt0051677,TRUE,"Walt Disney, Producer",
1958,Best Short Film,Journey into Spring,tt0051802,,"Ian Ferguson, Producer",
1958,Best Short Film,The Kiss,tt0051821,,"John Patrick Hayes, Producer",
1958,Best Short Film,Snows of Aorangi,tt0052208,,New Zealand Screen Board,
1958,Best Short Film,T Is for Tumbleweed,tt0052267,,"James A. Lebenthal, Producer",
1958,Best Sound,I Want to Live!,tt0051758,,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",
1958,Best Sound,South Pacific,tt0052225,TRUE,"Todd-AO Sound Department, Fred Hynes, Sound Director",
1958,Best Sound,A Time to Love and a Time to Die,tt0052296,,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director",
1958,Best Sound,Vertigo,tt0052357,,"Paramount Studio Sound Department, George Dutton, Sound Director",
1958,Best Sound,The Young Lions,tt0052415,,"20th Century-Fox Studio Sound Department, Carl Faulkner, Sound Director",
1958,Best Supporting Actor,The Defiant Ones,tt0051525,,Theodore Bikel,Sheriff Max Muller
