Year,Category,Film,FilmId,Winner,Nominees,Song
2013,Best Makeup and Hairstyling,Dallas Buyers Club,tt0790636,TRUE,Adruitha Lee and Robin Mathews,
2013,Best Makeup and Hairstyling,Jackass Presents: Bad Grandpa,tt3063516,,Stephen Prouty,
2013,Best Makeup and Hairstyling,The Lone Ranger,tt1210819,,Joel Harlow and Gloria Pasqua-Casny,
2013,Best Original Score,The Book Thief,tt0816442,,John Williams,
2013,Best Original Score,Gravity,tt1454468,TRUE,Steven Price,
2013,Best Original Score,Her,tt1798709,,William Butler and Owen Pallett,
2013,Best Original Score,Philomena,tt2431286,,Alexandre Desplat,
2013,Best Original Score,Saving Mr. Banks,tt2140373,,Thomas Newman,
2013,Best Original Screenplay,American Hustle,tt1800241,,Written by Eric Warren Singer and David O. Russell,
2013,Best Original Screenplay,Blue Jasmine,tt2334873,,Written by Woody Allen,
2013,Best Original Screenplay,Dallas Buyers Club,tt0790636,,Written by Craig Borten & Melisa Wallack,
2013,Best Original Screenplay,Her,tt1798709,TRUE,Written by Spike Jonze,
2013,Best Original Screenplay,Nebraska,tt1821549,,Written by Bob Nelson,
2013,Best Original Song,Alone Yet Not Alone,tt1986769,,Music by Bruce Broughton; Lyric by Dennis Spiegel,Alone Yet Not Alone
2013,Best Original Song,Despicable Me 2,tt1690953,,Music and Lyric by Pharrell Williams,Happy
2013,Best Original Song,Frozen,tt2294629,TRUE,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Let It Go
2013,Best Original Song,Her,tt1798709,,Music by Karen O; Lyric by Karen O and Spike Jonze,The Moon Song
2013,Best Original Song,Mandela: Long Walk to Freedom,tt2304771,,"Music by Paul Hewson, Dave Evans, Adam Clayton and Larry Mullen; Lyric by Paul Hewson",Ordinary Love
2013,Best Picture,American Hustle,tt1800241,,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers",
2013,Best Picture,Captain Phillips,tt1535109,,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers",
2013,Best Picture,Dallas Buyers Club,tt0790636,,"Robbie Brenner and Rachel Winter, Producers",
2013,Best Picture,Gravity,tt1454468,,"Alfonso Cuarón and David Heyman, Producers",
2013,Best Picture,Her,tt1798709,,"Megan Ellison, Spike Jonze and Vincent Landay, Producers",
2013,Best Picture,Nebraska,tt1821549,,"Albert Berger and Ron Yerxa, Producers",
2013,Best Picture,Philomena,tt2431286,,"Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers",
2013,Best Picture,12 Years a Slave,tt2024544,TRUE,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",
2013,Best Picture,The Wolf of Wall Street,tt0993846,,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers",
2013,Best Production Design,American Hustle,tt1800241,,Production Design: Judy Becker; Set Decoration: Heather Loeffler,
2013,Best Production Design,Gravity,tt1454468,,Production Design: Andy Nicholson; Set Decoration: Rosie Goodwin and Joanne Woollard,
2013,Best Production Design,The Great Gatsby,tt1343092,TRUE,Production Design: Catherine Martin; Set Decoration: Beverley Dunn,
2013,Best Production Design,Her,tt1798709,,Production Design: K.K. Barrett; Set Decoration: Gene Serdena,
2013,Best Production Design,12 Years a Slave,tt2024544,,Production Design: Adam Stockhausen; Set Decoration: Alice Baker,
2013,Best Short Film,CaveDigger,tt2516860,,Jeffrey Karoff,
2013,Best Short Film,Facing Fear,tt2776636,,Jason Cohen,
2013,Best Short Film,Karama Has No Walls,tt2551790,,Sara Ishaq,
2013,Best Short Film,The Lady in Number 6: Music Saved My Life,tt2924484,TRUE,Malcolm Clarke and Nicholas Reed,
2013,Best Short Film,Prison Terminal: The Last Days of Private Jack Hall,tt3145026,,Edgar Barens,
2013,Best Short Film,Feral,tt2499022,,Daniel Sousa and Dan Golden,
2013,Best Short Film,Get a Horse!,tt2980764,,Lauren MacMullan and Dorothy McKim,
2013,Best Short Film,Mr. Hublot,tt3043542,TRUE,Laurent Witz and Alexandre Espigares,
2013,Best Short Film,Possessions,tt3080074,,Shuhei Morita,
2013,Best Short Film,Room on the Broom,tt2484120,,Max Lang and Jan Lachauer,
2013,Best Short Film,Aquel No Era Yo (That Wasn't Me),tt2372213,,Esteban Crespo,
2013,Best Short Film,Avant Que De Tout Perdre (Just before Losing Everything),tt2689992,,Xavier Legrand and Alexandre Gavras,
2013,Best Short Film,Helium,tt3346410,TRUE,Anders Walter and Kim Magnusson,
2013,Best Short Film,Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?),tt2256646,,Selma Vilhunen and Kirsikka Saari,
2013,Best Short Film,The Voorman Problem,tt1998355,,Mark Gill and Baldwin Li,
2013,Best Sound,All Is Lost,tt2017038,,Steve Boeddeker and Richard Hymns,
2013,Best Sound,Captain Phillips,tt1535109,,Oliver Tarney,
2013,Best Sound,Gravity,tt1454468,TRUE,Glenn Freemantle,
2013,Best Sound,The Hobbit: The Desolation of Smaug,tt1170358,,Brent Burge and Chris Ward,
2013,Best Sound,Lone Survivor,tt1091191,,Wylie Stateman,
2013,Best Sound,Captain Phillips,tt1535109,,"Chris Burdon, Mark Taylor, Mike Prestwood Smith and Chris Munro",
2013,Best Sound,Gravity,tt1454468,TRUE,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro",
2013,Best Sound,The Hobbit: The Desolation of Smaug,tt1170358,,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson",
2013,Best Sound,Inside Llewyn Davis,tt2042568,,"Skip Lievsay, Greg Orloff and Peter F. Kurland",
2013,Best Sound,Lone Survivor,tt1091191,,"Andy Koyama, Beau Borders and David Brownlow",
2013,Best Supporting Actor,Captain Phillips,tt1535109,,Barkhad Abdi,Muse
2013,Best Supporting Actor,American Hustle,tt1800241,,Bradley Cooper,Richie DiMaso
2013,Best Supporting Actor,12 Years a Slave,tt2024544,,Michael Fassbender,Edwin Epps
2013,Best Supporting Actor,The Wolf of Wall Street,tt0993846,,Jonah Hill,Donnie Azoff
2013,Best Supporting Actor,Dallas Buyers Club,tt0790636,TRUE,Jared Leto,Rayon
2013,Best Supporting Actress,Blue Jasmine,tt2334873,,Sally Hawkins,Ginger
2013,Best Supporting Actress,American Hustle,tt1800241,,Jennifer Lawrence,Rosalyn Rosenfeld
2013,Best Supporting Actress,12 Years a Slave,tt2024544,TRUE,Lupita Nyong'o,Patsey
2013,Best Supporting Actress,August: Osage County,tt1322269,,Julia Roberts,Barbara Weston
2013,Best Supporting Actress,Nebraska,tt1821549,,June Squibb,Kate Grant
2013,Best Visual Effects,Gravity,tt1454468,TRUE,"Tim Webber, Chris Lawrence, David Shirk and Neil Corbould",
2013,Best Visual Effects,The Hobbit: The Desolation of Smaug,tt1170358,,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds",
2013,Best Visual Effects,Iron Man 3,tt1300854,,"Christopher Townsend, Guy Williams, Erik Nash and Dan Sudick",
2013,Best Visual Effects,The Lone Ranger,tt1210819,,"Tim Alexander, Gary Brozenich, Edson Williams and John Frazier",
2013,Best Visual Effects,Star Trek Into Darkness,tt1408101,,"Roger Guyett, Patrick Tubach, Ben Grossmann and Burt Dalton",
2014,Best Adapted Screenplay,American Sniper,tt2179136,,Written by Jason Hall,
2014,Best Adapted Screenplay,The Imitation Game,tt2084970,TRUE,Written by Graham Moore,
2014,Best Adapted Screenplay,Inherent Vice,tt1791528,,Written for the screen by Paul Thomas Anderson,
2014,Best Adapted Screenplay,The Theory of Everything,tt2980516,,Screenplay by Anthony McCarten,
2014,Best Adapted Screenplay,Whiplash,tt2582802,,Written by Damien Chazelle,
2014,Best Cinematography,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,TRUE,Emmanuel Lubezki,
2014,Best Cinematography,The Grand Budapest Hotel,tt2278388,,Robert Yeoman,
2014,Best Cinematography,Ida,tt2718492,,Lukasz Zal and Ryszard Lenczewski,
2014,Best Cinematography,Mr. Turner,tt2473794,,Dick Pope,
2014,Best Cinematography,Unbroken,tt1809398,,Roger Deakins,
2014,Best Costume Design,The Grand Budapest Hotel,tt2278388,TRUE,Milena Canonero,
2014,Best Costume Design,Inherent Vice,tt1791528,,Mark Bridges,
2014,Best Costume Design,Into the Woods,tt2180411,,Colleen Atwood,
2014,Best Costume Design,Maleficent,tt1587310,,Anna B. Sheppard,
2014,Best Costume Design,Mr. Turner,tt2473794,,Jacqueline Durran,
2014,Best Director,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,TRUE,Alejandro G. Iñárritu,
2014,Best Director,Boyhood,tt1065073,,Richard Linklater,
2014,Best Director,Foxcatcher,tt1100089,,Bennett Miller,
2014,Best Director,The Grand Budapest Hotel,tt2278388,,Wes Anderson,
2014,Best Director,The Imitation Game,tt2084970,,Morten Tyldum,
2014,Best Film Editing,American Sniper,tt2179136,,Joel Cox and Gary D. Roach,
2014,Best Film Editing,Boyhood,tt1065073,,Sandra Adair,
2014,Best Film Editing,The Grand Budapest Hotel,tt2278388,,Barney Pilling,
2014,Best Film Editing,The Imitation Game,tt2084970,,William Goldenberg,
2014,Best Film Editing,Whiplash,tt2582802,TRUE,Tom Cross,
2014,Best Leading Actor,Foxcatcher,tt1100089,,Steve Carell,John du Pont
2014,Best Leading Actor,American Sniper,tt2179136,,Bradley Cooper,Chris Kyle
2014,Best Leading Actor,The Imitation Game,tt2084970,,Benedict Cumberbatch,Alan Turing
2014,Best Leading Actor,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,,Michael Keaton,Riggan
2014,Best Leading Actor,The Theory of Everything,tt2980516,TRUE,Eddie Redmayne,Stephen Hawking
2014,Best Leading Actress,"Two Days, One Night",tt2737050,,Marion Cotillard,Sandra
2014,Best Leading Actress,The Theory of Everything,tt2980516,,Felicity Jones,Jane Hawking
2014,Best Leading Actress,Still Alice,tt3316960,TRUE,Julianne Moore,Alice Howland
2014,Best Leading Actress,Gone Girl,tt2267998,,Rosamund Pike,Amy Dunne
2014,Best Leading Actress,Wild,tt2305051,,Reese Witherspoon,Cheryl
2014,Best Makeup and Hairstyling,Foxcatcher,tt1100089,,Bill Corso and Dennis Liddiard,
2014,Best Makeup and Hairstyling,The Grand Budapest Hotel,tt2278388,TRUE,Frances Hannon and Mark Coulier,
2014,Best Makeup and Hairstyling,Guardians of the Galaxy,tt2015381,,Elizabeth Yianni-Georgiou and David White,
2014,Best Original Score,The Grand Budapest Hotel,tt2278388,TRUE,Alexandre Desplat,
2014,Best Original Score,The Imitation Game,tt2084970,,Alexandre Desplat,
2014,Best Original Score,Interstellar,tt0816692,,Hans Zimmer,
2014,Best Original Score,Mr. Turner,tt2473794,,Gary Yershon,
2014,Best Original Score,The Theory of Everything,tt2980516,,Jóhann Jóhannsson,
2014,Best Original Screenplay,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,TRUE,"Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo",
2014,Best Original Screenplay,Boyhood,tt1065073,,Written by Richard Linklater,
2014,Best Original Screenplay,Foxcatcher,tt1100089,,Written by E. Max Frye and Dan Futterman,
2014,Best Original Screenplay,The Grand Budapest Hotel,tt2278388,,Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness,
2014,Best Original Screenplay,Nightcrawler,tt2872718,,Written by Dan Gilroy,
2014,Best Original Song,The Lego Movie,tt1490017,,Music and Lyric by Shawn Patterson,Everything Is Awesome
2014,Best Original Song,Selma,tt1020072,TRUE,Music and Lyric by John Stephens and Lonnie Lynn,Glory
2014,Best Original Song,Beyond the Lights,tt3125324,,Music and Lyric by Diane Warren,Grateful
2014,Best Original Song,Glen Campbell...I'll Be Me,tt2049586,,Music and Lyric by Glen Campbell and Julian Raymond,I'm Not Gonna Miss You
2014,Best Original Song,Begin Again,tt1980929,,Music and Lyric by Gregg Alexander and Danielle Brisebois,Lost Stars
2014,Best Picture,American Sniper,tt2179136,,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers",
2014,Best Picture,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,TRUE,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers",
2014,Best Picture,Boyhood,tt1065073,,"Richard Linklater and Cathleen Sutherland, Producers",
2014,Best Picture,The Grand Budapest Hotel,tt2278388,,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers",
2014,Best Picture,The Imitation Game,tt2084970,,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers",
2014,Best Picture,Selma,tt1020072,,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers",
2014,Best Picture,The Theory of Everything,tt2980516,,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers",
2014,Best Picture,Whiplash,tt2582802,,"Jason Blum, Helen Estabrook and David Lancaster, Producers",
2014,Best Production Design,The Grand Budapest Hotel,tt2278388,TRUE,Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock,
2014,Best Production Design,The Imitation Game,tt2084970,,Production Design: Maria Djurkovic; Set Decoration: Tatiana Macdonald,
2014,Best Production Design,Interstellar,tt0816692,,Production Design: Nathan Crowley; Set Decoration: Gary Fettis,
2014,Best Production Design,Into the Woods,tt2180411,,Production Design: Dennis Gassner; Set Decoration: Anna Pinnock,
2014,Best Production Design,Mr. Turner,tt2473794,,Production Design: Suzie Davies; Set Decoration: Charlotte Watts,
2014,Best Short Film,Crisis Hotline: Veterans Press 1,tt3449252,TRUE,Ellen Goosenberg Kent and Dana Perry,
2014,Best Short Film,Joanna,tt2976354,,Aneta Kopacz,
2014,Best Short Film,Our Curse,tt3069992,,Tomasz Sliwinski and Maciej Slesicki,
2014,Best Short Film,The Reaper (La Parka),tt3438472,,Gabriel Serra Arguello,
2014,Best Short Film,White Earth,tt3044564,,J. Christian Jensen,
2014,Best Short Film,The Bigger Picture,tt3610188,,Daisy Jacobs and Christopher Hees,
2014,Best Short Film,The Dam Keeper,tt3326262,,Robert Kondo and Dice Tsutsumi,
2014,Best Short Film,Feast,tt3689498,TRUE,Patrick Osborne and Kristina Reed,
2014,Best Short Film,Me and My Moulton,tt3946086,,Torill Kove,
2014,Best Short Film,A Single Life,tt3838700,,Joris Oprins,
2014,Best Short Film,Aya,tt2326094,,Oded Binnun and Mihal Brezis,
2014,Best Short Film,Boogaloo and Graham,tt3612232,,Michael Lennox and Ronan Blaney,
2014,Best Short Film,Butter Lamp (La Lampe Au Beurre De Yak),tt2922078,,Hu Wei and Julien Féret,
2014,Best Short Film,Parvaneh,tt3008010,,Talkhon Hamzavi and Stefan Eichenberger,
2014,Best Short Film,The Phone Call,tt3071532,TRUE,Mat Kirkby and James Lucas,
2014,Best Sound,American Sniper,tt2179136,TRUE,Alan Robert Murray and Bub Asman,
2014,Best Sound,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,,Martín Hernández and Aaron Glascock,
2014,Best Sound,The Hobbit: The Battle of the Five Armies,tt2310332,,Brent Burge and Jason Canovas,
2014,Best Sound,Interstellar,tt0816692,,Richard King,
2014,Best Sound,Unbroken,tt1809398,,Becky Sullivan and Andrew DeCristofaro,
2014,Best Sound,American Sniper,tt2179136,,"John Reitz, Gregg Rudloff and Walt Martin",
2014,Best Sound,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,,"Jon Taylor, Frank A. Montaño and Thomas Varga",
2014,Best Sound,Interstellar,tt0816692,,"Gary A. Rizzo, Gregg Landaker and Mark Weingarten",
2014,Best Sound,Unbroken,tt1809398,,"Jon Taylor, Frank A. Montaño and David Lee",
2014,Best Sound,Whiplash,tt2582802,TRUE,"Craig Mann, Ben Wilkins and Thomas Curley",
2014,Best Supporting Actor,The Judge,tt1872194,,Robert Duvall,Joseph Palmer
2014,Best Supporting Actor,Boyhood,tt1065073,,Ethan Hawke,Dad
2014,Best Supporting Actor,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,,Edward Norton,Mike
2014,Best Supporting Actor,Foxcatcher,tt1100089,,Mark Ruffalo,David Schultz
2014,Best Supporting Actor,Whiplash,tt2582802,TRUE,J.K. Simmons,Fletcher
2014,Best Supporting Actress,Boyhood,tt1065073,TRUE,Patricia Arquette,Mom
2014,Best Supporting Actress,Wild,tt2305051,,Laura Dern,Bobbi
2014,Best Supporting Actress,The Imitation Game,tt2084970,,Keira Knightley,Joan Clarke
2014,Best Supporting Actress,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,,Emma Stone,Sam
2014,Best Supporting Actress,Into the Woods,tt2180411,,Meryl Streep,Witch
2014,Best Visual Effects,Captain America: The Winter Soldier,tt1843866,,"Dan DeLeeuw, Russell Earl, Bryan Grill and Dan Sudick",
2014,Best Visual Effects,Dawn of the Planet of the Apes,tt2103281,,"Joe Letteri, Dan Lemmon, Daniel Barrett and Erik Winquist",
2014,Best Visual Effects,Guardians of the Galaxy,tt2015381,,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould",
2014,Best Visual Effects,Interstellar,tt0816692,TRUE,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher",
2014,Best Visual Effects,X-Men: Days of Future Past,tt1877832,,"Richard Stammers, Lou Pecora, Tim Crosbie and Cameron Waldbauer",
2015,Best Adapted Screenplay,The Big Short,tt1596363,TRUE,Screenplay by Charles Randolph and Adam McKay,
2015,Best Adapted Screenplay,Brooklyn,tt2381111,,Screenplay by Nick Hornby,
2015,Best Adapted Screenplay,Carol,tt2402927,,Screenplay by Phyllis Nagy,
2015,Best Adapted Screenplay,The Martian,tt3659388,,Screenplay by Drew Goddard,
2015,Best Adapted Screenplay,Room,tt3170832,,Screenplay by Emma Donoghue,
2015,Best Cinematography,Carol,tt2402927,,Ed Lachman,
2015,Best Cinematography,The Hateful Eight,tt3460252,,Robert Richardson,
2015,Best Cinematography,Mad Max: Fury Road,tt1392190,,John Seale,
2015,Best Cinematography,The Revenant,tt1663202,TRUE,Emmanuel Lubezki,
2015,Best Cinematography,Sicario,tt3397884,,Roger Deakins,
2015,Best Costume Design,Carol,tt2402927,,Sandy Powell,
2015,Best Costume Design,Cinderella,tt1661199,,Sandy Powell,
2015,Best Costume Design,The Danish Girl,tt0810819,,Paco Delgado,
2015,Best Costume Design,Mad Max: Fury Road,tt1392190,TRUE,Jenny Beavan,
2015,Best Costume Design,The Revenant,tt1663202,,Jacqueline West,
2015,Best Director,The Big Short,tt1596363,,Adam McKay,
2015,Best Director,Mad Max: Fury Road,tt1392190,,George Miller,
2015,Best Director,The Revenant,tt1663202,TRUE,Alejandro G. Iñárritu,
2015,Best Director,Room,tt3170832,,Lenny Abrahamson,
2015,Best Director,Spotlight,tt1895587,,Tom McCarthy,
2015,Best Film Editing,The Big Short,tt1596363,,Hank Corwin,
2015,Best Film Editing,Mad Max: Fury Road,tt1392190,TRUE,Margaret Sixel,
2015,Best Film Editing,The Revenant,tt1663202,,Stephen Mirrione,
2015,Best Film Editing,Spotlight,tt1895587,,Tom McArdle,
2015,Best Film Editing,Star Wars: The Force Awakens,tt2488496,,Maryann Brandon and Mary Jo Markey,
2015,Best Leading Actor,Trumbo,tt3203606,,Bryan Cranston,Dalton Trumbo
2015,Best Leading Actor,The Martian,tt3659388,,Matt Damon,Mark Watney
2015,Best Leading Actor,The Revenant,tt1663202,TRUE,Leonardo DiCaprio,Hugh Glass
2015,Best Leading Actor,Steve Jobs,tt2080374,,Michael Fassbender,Steve Jobs
2015,Best Leading Actor,The Danish Girl,tt0810819,,Eddie Redmayne,Lili
2015,Best Leading Actress,Carol,tt2402927,,Cate Blanchett,Carol Aird
2015,Best Leading Actress,Room,tt3170832,TRUE,Brie Larson,Ma
2015,Best Leading Actress,Joy,tt2446980,,Jennifer Lawrence,Joy
2015,Best Leading Actress,45 Years,tt3544082,,Charlotte Rampling,Kate Mercer
2015,Best Leading Actress,Brooklyn,tt2381111,,Saoirse Ronan,Eilis
2015,Best Makeup and Hairstyling,Mad Max: Fury Road,tt1392190,TRUE,"Lesley Vanderwalt, Elka Wardega and Damian Martin",
2015,Best Makeup and Hairstyling,The 100-Year-Old Man Who Climbed out the Window and Disappeared,tt2113681,,Love Larson and Eva von Bahr,
2015,Best Makeup and Hairstyling,The Revenant,tt1663202,,"Siân Grigg, Duncan Jarman and Robert Pandini",
2015,Best Original Score,Bridge of Spies,tt3682448,,Thomas Newman,
2015,Best Original Score,Carol,tt2402927,,Carter Burwell,
2015,Best Original Score,The Hateful Eight,tt3460252,TRUE,Ennio Morricone,
2015,Best Original Score,Sicario,tt3397884,,Jóhann Jóhannsson,
2015,Best Original Score,Star Wars: The Force Awakens,tt2488496,,John Williams,
2015,Best Original Screenplay,Bridge of Spies,tt3682448,,Written by Matt Charman and Ethan Coen & Joel Coen,
2015,Best Original Screenplay,Ex Machina,tt0470752,,Written by Alex Garland,
2015,Best Original Screenplay,Inside Out,tt2096673,,"Screenplay by Pete Docter, Meg LeFauve, Josh Cooley; Original story by Pete Docter, Ronnie del Carmen",
2015,Best Original Screenplay,Spotlight,tt1895587,TRUE,Written by Josh Singer & Tom McCarthy,
2015,Best Original Screenplay,Straight Outta Compton,tt1398426,,Screenplay by Jonathan Herman and Andrea Berloff; Story by S. Leigh Savidge & Alan Wenkus and Andrea Berloff,
2015,Best Original Song,Fifty Shades of Grey,tt2322441,,"Music and Lyric by The Weeknd, Ahmad Balshe, Jason Quenneville and Stephan Moccio",Earned It
2015,Best Original Song,Racing Extinction,tt1618448,,Music by J. Ralph; Lyric by Anohni,Manta Ray
2015,Best Original Song,Youth,tt3312830,,Music and Lyric by David Lang,Simple Song #3
2015,Best Original Song,The Hunting Ground,tt4185572,,Music and Lyric by Diane Warren and Lady Gaga,Til It Happens To You
2015,Best Original Song,Spectre,tt2379713,TRUE,Music and Lyric by Jimmy Napes and Sam Smith,Writing's On The Wall
2015,Best Picture,The Big Short,tt1596363,,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers",
2015,Best Picture,Bridge of Spies,tt3682448,,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers",
2015,Best Picture,Brooklyn,tt2381111,,"Finola Dwyer and Amanda Posey, Producers",
2015,Best Picture,Mad Max: Fury Road,tt1392190,,"Doug Mitchell and George Miller, Producers",
2015,Best Picture,The Martian,tt3659388,,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",
2015,Best Picture,The Revenant,tt1663202,,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon, Producers",
2015,Best Picture,Room,tt3170832,,"Ed Guiney, Producer",
2015,Best Picture,Spotlight,tt1895587,TRUE,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",
2015,Best Production Design,Bridge of Spies,tt3682448,,Production Design: Adam Stockhausen; Set Decoration: Rena DeAngelo and Bernhard Henrich,
2015,Best Production Design,The Danish Girl,tt0810819,,Production Design: Eve Stewart; Set Decoration: Michael Standish,
2015,Best Production Design,Mad Max: Fury Road,tt1392190,TRUE,Production Design: Colin Gibson; Set Decoration: Lisa Thompson,
2015,Best Production Design,The Martian,tt3659388,,Production Design: Arthur Max; Set Decoration: Celia Bobak,
2015,Best Production Design,The Revenant,tt1663202,,Production Design: Jack Fisk; Set Decoration: Hamish Purdy,
2015,Best Short Film,Body Team 12,tt4430002,,David Darg and Bryn Mooser,
2015,Best Short Film,"Chau, beyond the Lines",tt4084844,,Courtney Marsh and Jerry Franck,
2015,Best Short Film,Claude Lanzmann: Spectres of the Shoah,tt4815426,,Adam Benzine,
2015,Best Short Film,A Girl in the River: The Price of Forgiveness,tt5144072,TRUE,Sharmeen Obaid-Chinoy,
2015,Best Short Film,Last Day of Freedom,tt4172096,,Dee Hibbert-Jones and Nomi Talisman,
2015,Best Short Film,Bear Story,tt3829254,TRUE,Gabriel Osorio and Pato Escala,
2015,Best Short Film,Prologue,tt4955294,,Richard Williams and Imogen Sutton,
2015,Best Short Film,Sanjay's Super Team,tt4661600,,Sanjay Patel and Nicole Grindle,
2015,Best Short Film,We Can't Live without Cosmos,tt3965660,,Konstantin Bronzit,
2015,Best Short Film,World of Tomorrow,tt4171032,,Don Hertzfeldt,
2015,Best Short Film,Ave Maria,tt4419794,,Basil Khalil and Eric Dupont,
2015,Best Short Film,Day One,tt4122886,,Henry Hughes,
2015,Best Short Film,Everything Will Be Okay (Alles Wird Gut),tt4324518,,Patrick Vollrath,
2015,Best Short Film,Shok,tt4273570,,Jamie Donoughue,
2015,Best Short Film,Stutterer,tt4817576,TRUE,Benjamin Cleary and Serena Armitage,
2015,Best Sound,Mad Max: Fury Road,tt1392190,TRUE,Mark Mangini and David White,
2015,Best Sound,The Martian,tt3659388,,Oliver Tarney,
2015,Best Sound,The Revenant,tt1663202,,Martin Hernandez and Lon Bender,
2015,Best Sound,Sicario,tt3397884,,Alan Robert Murray,
2015,Best Sound,Star Wars: The Force Awakens,tt2488496,,Matthew Wood and David Acord,
2015,Best Sound,Bridge of Spies,tt3682448,,"Andy Nelson, Gary Rydstrom and Drew Kunin",
2015,Best Sound,Mad Max: Fury Road,tt1392190,TRUE,"Chris Jenkins, Gregg Rudloff and Ben Osmo",
2015,Best Sound,The Martian,tt3659388,,"Paul Massey, Mark Taylor and Mac Ruth",
2015,Best Sound,The Revenant,tt1663202,,"Jon Taylor, Frank A. Montaño, Randy Thom and Chris Duesterdiek",
2015,Best Sound,Star Wars: The Force Awakens,tt2488496,,"Andy Nelson, Christopher Scarabosio and Stuart Wilson",
2015,Best Supporting Actor,The Big Short,tt1596363,,Christian Bale,Michael Burry
2015,Best Supporting Actor,The Revenant,tt1663202,,Tom Hardy,John Fitzgerald
2015,Best Supporting Actor,Spotlight,tt1895587,,Mark Ruffalo,Mike Rezendes
2015,Best Supporting Actor,Bridge of Spies,tt3682448,TRUE,Mark Rylance,Rudolf Abel
2015,Best Supporting Actor,Creed,tt3076658,,Sylvester Stallone,Rocky Balboa
2015,Best Supporting Actress,The Hateful Eight,tt3460252,,Jennifer Jason Leigh,Daisy Domergue
2015,Best Supporting Actress,Carol,tt2402927,,Rooney Mara,Therese Belivet
2015,Best Supporting Actress,Spotlight,tt1895587,,Rachel McAdams,Sacha Pfeiffer
2015,Best Supporting Actress,The Danish Girl,tt0810819,TRUE,Alicia Vikander,Gerda
2015,Best Supporting Actress,Steve Jobs,tt2080374,,Kate Winslet,Joanna Hoffman
2015,Best Visual Effects,Ex Machina,tt0470752,TRUE,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett",
2015,Best Visual Effects,Mad Max: Fury Road,tt1392190,,"Andrew Jackson, Tom Wood, Dan Oliver and Andy Williams",
2015,Best Visual Effects,The Martian,tt3659388,,"Richard Stammers, Anders Langlands, Chris Lawrence and Steven Warner",
2015,Best Visual Effects,The Revenant,tt1663202,,"Rich McBride, Matthew Shumway, Jason Smith and Cameron Waldbauer",
2015,Best Visual Effects,Star Wars: The Force Awakens,tt2488496,,"Roger Guyett, Patrick Tubach, Neal Scanlan and Chris Corbould",
2016,Best Adapted Screenplay,Arrival,tt2543164,,Screenplay by Eric Heisserer,
2016,Best Adapted Screenplay,Fences,tt2671706,,Screenplay by August Wilson,
2016,Best Adapted Screenplay,Hidden Figures,tt4846340,,Screenplay by Allison Schroeder and Theodore Melfi,
2016,Best Adapted Screenplay,Lion,tt3741834,,Screenplay by Luke Davies,
2016,Best Adapted Screenplay,Moonlight,tt4975722,TRUE,Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney,
2016,Best Cinematography,Arrival,tt2543164,,Bradford Young,
2016,Best Cinematography,La La Land,tt3783958,TRUE,Linus Sandgren,
